care sort of backlight on there
they went uh yeah glitchtale betty
we became good friends by them
i didn't want to do that
i kept doing that for months
I'm back with another video today
it'll pop up on the screen
it's touch sensitive as well so
I have a quick radial menu
you know different brush capacities that
I hope you enjoyed this video
Oh what is up my peepholes
Android tablet a short time ago
Android tablet running Android 9 pi
it has a 1024 by 600
RAM a Mallee T 820 GPU
you're going to find a reset
SD card finally on the back
Netflix Hulu and Amazon Prime video
thanks to all of the ads
they shoved in there another reason
I'm using to be for this
it does have a feature that
should you prefer it a helpful
I use their motion computing f5
spare car chargers car battery chargers
you can see my hands here
the old are the old f5
and this is a pretty decent
life is something I should mention
spend maybe 70 80 bucks more
but yeah leave me many comments
we'll see you all next time
it works great on your lap
the design is kind of nice
you can play games on it
strong magnets are detached the screen
recently err and you can see
it's the picture looks pretty small
I just happen to have this
it almost is a velvety surface
so that's a look at the
i'll be reviewing this android tablet
and this is the m6 model
i don't can't even open this
you can actually take this off
i've managed to open it now
but it's lightweight it's pretty cool
I'm gonna take dr. white there
I think this is pretty cool
we thought it was pretty cool
see you in the next video
yes that's it and good luck
let's start with the tablet specifications
i used this with the program
all of a sudden this'll move
oh my god is that it
i'll give a list style summary
would i use this tablet personally
the keyboard pins the keyboard case
there's a workaround for this issue
charger didn't really accelerate this procedure
I won't actually be fixing stuff
point for OS a one together
I have just one down there
so what do we have here
guide is probably very very useful
we know what these things do
what we have here okay well
so it's actually very very standard
Joby let's have a look nice
good for a forty seven quid
let's see what we've got here
choose some apps to add nap
come on come back into focus
I didn't actually move the camera
what i did do was go
no idea that you're shopping download
we not going too fast here
and welcome to google play music
that's interesting but i will say
you can do just like em
and she likes this one allegedly
crash noodle cake games yellow monkey
ok so now everybody knows that
subscribe to get your fix lemon
so i mean it's a tablet
nits we actually measured significantly over
you could do art on it
no problems no wobbling no shaking
i'm lisa from mobile tech review
would you like to see the
I've no idea what that says
not a lot is the answer
we shall get back to that
nothing on the back except some
it's like an awkward child brother
will it get it yay there
I'm going to search for something
well the screen itself is capacitive
obviously and is very very nice
it's a very precise feels solid
why don't we check manage please
Inc there we are yes indeed
look it looks like an old
that's a bit of a problem
576 and it seems to play
what comes after specifications battery life
isn't that round in real life
I want if I can go
I won't find out till playback
what a pointless experiment anyway here
I don't know if this is
it's fairly nippy as these things
get on with it nearly there
they keep for that express purpose
it's like smaller screen slightly smaller
is that going to improve massively
what do you need it for
I wouldn't recommend getting one really
stand just sitting there like that
this is a very slim box
some general information these are specification
I'm gonna try to out later
it has a very smooth surface
okay this is a new design
this is quite good so actually
put this here like this it
ok if you are left-handed user
you can check this box here
I'm going to pick a brush
let me zoom in for you
probably that is closer to a
other software they do not have
they have their brush to that
also can use pen pressure so
this is a very nice software
let me try some quick hatching
Pro is a free drawing application
this tablet looks fine on sketchbook
that's all for my review today
At the top of the screen
it won't run on cellular networks.
For video recording, the headphone jack
also doubles as a microphone input!
This is because the official Max
Y-splitter but It's wired differently internally.
I think that the DragonTouch Max
so hello ladies gentlemen and viewers
it felt almost like a paper
the bed pressure has 8192 levels
that cost usually more than 400
the graphic tablet is very light
we're gonna do it you ready
it's got a nice little wrapping
there's the uh charger and hdmi
and then they got a couple
i7 um got the geforce gtx
whatever kind of program it is
so it's it's really not bad
I was almost kind of impressed
emulators are like you can play
I hope you liked this video
we have the gamma s 56k
you can fit 4000 digital lines
I currently have three so obviously
this is in the full area
that's many mistakes is basically how
perfect is pretty fast as well
you can use them too now
we are in a landscape mode
great it updates everything very quickly
good enough for you or not
can it play the videos on
Plex for the external media player
Google Android 4.4 KitKat software here
looks pretty good for reading things
and plug into the single micro
but all of these little toolbar
I'll show you is the inside
I'll just turn off the camera
and it's only 9 millimeters thin
you have a very nice screen
so here is my top performing
games and movies looked absolutely amazing
see you the next one guys
there were some initially wobbly lines
I have on my other tablets
I'm very impressed with this tablet
but it's not a bad thing
I want to point out this
let's just leave it at that
moving away from the screen again
pretty much will just bring up
there's your microphone by the way
chat and overall really impressed guys
you're getting a complete experience which
the tablet is personal and powered
Wacom I always just called it
it does have a light there
so all those settings are there
try that out on for size
hello hi hello how are you
I like how it's so simple
she's smiling and making her happy
ah the model is now ruined
bummer better loot alert the Louvre
it is for you as well
this is part of the software
we'll see you guys later alright
hye-young we all hire you know
I thought it will be bigger
it's smaller than my previous one
you have the ends the points
it has more pen pressure points
I think that's called like that
yeah I hope you like it
it's just that which is bad
the tablet features an octa-core processor
hi guys how are you doing
just press it and it will
this tablet wasn't sent to me
I do become the ug m7o
usually the bigger is always better
it's just just a nice design
I prefer how I'll just prefer
there's different mouse commands right there
just like that something like that
it's in like a sandwich bag
let's take a look at what
Shrek this whole display tablet thing
yeah the heat on baby ow
I'm you from the future unbelievable
listen we don't have much time
Donald Trump is my long-lost father
thank you guys for watching again
D card slot was down here
there's your micro SD card slot
I got this program I bought
There is also an Advanced menu
that will let you control the
Should your palm graze this area
the Cintiq differs from the imitations.
The screen feel of the Cintiq
just there for a small pen
we have a lot of screen
i'm just used to xp pens
it also has a headset jack
also i love you bye you
ah that's a lot of buttons
i don't need to use driver
then we have this and that
what's in these you'll never know
i used to struggle a lot
it's it fits really nicely too
it was really easy to use
make sure you don't eat it
you need to download the driver
helped me actually resolve that so
here doesn't come with the card
we saw the same 7 inch
it was very easy to do
it would be against the rules
the newsstand movies music and apps
we have a book open that
there's no eating professor a business
Kobo books Sony Reader Google Books
we take a look at applications
it was so popular it does
there are some notable admissions like
read and record read greeting bucks
good for you there we go
it does remember where you were
I like this better than Kindle
it's a very good experience there
here was our website quickly enough
he has a leg up there
so let's get to unboxing this
would you fight three years later
oh man what do we do
so we have ourselves a ok
then we have our two point
we have my side over here
guide comes with a sheet here
there's like an orange seen here
oh the cap tap it again
usually it's random probably like season
isn't that all that bad actually
the camera doesn't always work exactly
yeah ok back to the gallery
it's already out like twenty percent
so that's a really nice touch
it also comes with the installation
you need which is extremely helpful
a lot of other tablets that
can you know thumbnail on it
cut there as you can see
pin notice probably does pin notice
but we don't want to so
why don't we exit that out
sometimes they stroking the taskbar sometimes
odds are they haven't updated it
hopefully they will in the future
well that ordinarily is pretty good
I like but the problem is
I consider that part of it
it's a very very nice tablet
i've been really impressed with it
thank you very much for watching
a pen tablet is a device
and basically there you have it
now right we all have these
I'm really trying to do here
strokes as far as pressure goes
I tried out meeting the gradients
send me a beta one so
Android and being a Sony Tablet
Android 8.1 as for battery life
I'm having with the screen here
it seems to run better with
is that if you wear glasses
it's done booting up now thank
I almost forgot me fix it
I think it runs pretty good
looks good when you're chopping wood
is the back button right here
brings you to the recent apps
I'm set up all your stuff
HDMI full-size USB to not three
it's probably good enough for Skype
I'm not I'm not feeling any
I think this is pretty impressive
yeah pros and cons the pros
if do we have a mini
I would say that's a con
yeah well you could fit $59
the keyboard is actually very usable
hello everyone welcome to my channel
how do i open this thing
okay next oh you have nice
oh nice let me show you
wow it looks pretty solid amazing
you just test out the topic
it feels solid and the box
it's the pen got nice weight
so that's just my honest opinion
everything works out just really awesome
i think you will be surprised
it's just kind of metal colored
they will play at full quality
this is for people that want
there is no refresh issues whatsoever
hello my cuties and welcome back
i also have this gorgeous tablet
then i'll start the thumbnails now
most of the chapter first so
they're extremely important to any comic
so don't do what i did
their speech bubbles for size ideas
nothing is more frustrating than reading
absolutely gorgeous tablet sent by artysm
it is the portability of it
i use a pretty big graphics
where do i get a tablet
and you know yada yada so
hello oh my gosh hi emma
hello Android users great news see
and they're all sub $100 tablet
underneath we find the various adapters
Doc's on the side make folders
it's quite handy to have now
that's the name of the tablet
it's a quad-core a 33 processor
another good feature of this tablet
is that it comes with the
you're gonna see the poor screen
so that's gonna run out eventually
I already ran into a problem
I highly recommend getting this browser
of course just look down there
I've reached a hundred percent successfully
now we go to the main
click allow and there we go
I've never really used Disney now
I can control what he's viewing
I have not broken the tablet
I think is completely worth it
you're not going to break this
it's always hard to do that
the battery in is really flimsy
my third complaint is the wire
sometimes my fourth complaint is and
Q 572 only weighs 730 grams
the screens are actually glued together
here there is a standalone desktop
bamboo cth 470 is a third-generation
there's a newer version of the
alright let's talk about the hardware
there's a chance you will lag
you can change the double-click lengths
oh gee what do you need
I upload a video and sneak
also you can go to the
I waited for like five minutes
install it and it said oops
that's the actual drawing area now
I like what this tablet also
I had that were pin there
so here is the tablet itself
yeah for a entry level tablet
I don't know what it called
the leap pattern has a double
I'll see you again good bye
nobody is paying for this review
nor is anyone reviewing or approving
they both have an 8-inch display
it's a 1280 by 800 display
there is an accessory item that
industrial design leads you to believe
you've got a volume rocker here
that one costs a little bit
I checked out one of Alex
just fine the audio was good
that wasn't available at the time
TV supporters including gold level supporters
the four guys with quarters podcasts
oh man ah okay ah no
I have to take extra measures
I have to go and pray
please give me some baby so
I need to open it somehow
oh boy what we have here
let's see we have old space
I didn't need this new tablet
well let's look inside manual whoo
I think it's made for us
let's see what we have here
yes yes yes oh so good
oh yes we have a new
yes you can plug inside here
a laptop isn't coming with it
yes hmm oh look at this
let's see maybe not 800 PP
I'm a sellout deal with it
please peel off mask before use
so this is how it's packaged
then what's this interesting pin display
Wacom pen as you can see
the style is very very similar
I needed the USB to see
it's been a long time coin
it's not as jittery so my
oh that this is very smooth
I can't draw straight lines anyway
so this seems oh very smooth
I'm kind of like leave it
that kind of works the best
it's very very nice like it
it's my screen display black nose
let's see if this works so
I've got my hotkeys sorted out
so do your research on that
is this little door not pen
hold the door not saying that
you can't run full version Photoshop
thank you and for gifting me
it has a um a windows
the charger plugged in as well
unfortunately it's not what i want
but it doesn't just stop there
let's take a look at this
this box have not seen this
I said sure send it along
somebody's wedding or like your kids
I used the pencil tool here
somebody's driving you're just sitting there
yeah my pad pros better it
hello everyone my name is welcome
i don't know how to upgrade
can you hear foreign so yeah
trust me foreign by the way
one interesting thing about the micro
I'll turn this up for you
sounds good i mean you can
i could do it for audiobooks
Dale chase there is no bass
and it's very clear and crisp
you're thinking to have a lighter
I'll save the display for last
they actually don't look that great
so here's a couple of pictures
it is 0 point three megapixel
that's the front facing front facing
I guess or definitely is yeah
you go happens quite a bit
the display is 1024 x 600
Morgan Ewing angles even turning 20
yeah yeah so it was just
Dolby puts his name on something
you'll be playing poker tonight on
Friday oh I will will you
Shannon will be taking the pot
this is my review right now
I'm calling this claimers number one
you're getting a tablet form for
I card just check it out
I'm not very long attention spans
this is an 8-inch android tablet
i said sure send it over
i'm pretty impressed with this fast
but i have to say that
this 8 inch tablet is premium
i love the full hd screen
get some more information on it
let's open agency so foreign itself
you're very heavy then it moves
you can get your wi-fi here
he's taking a long while watching
we're going to update anything okay
yeah that means to press it
there was a problem while playing
here let's begin located right here
charter a regular android android charger
we're gonna be doing that today
maybe another day or maybe not
so we're gonna the learn book
i don't know if you could
a lot of those are blocked
i think this is like updates
it looks it looks very overall
the device feel device feel strong
let's see we haven't figured out
i'll see everything of the book
oh well for the whole book
it's a break literally a break
he looks very durable very strong
yeah so you can have them
stop you need to press subscribe
and now let’s test this tablet
With 8192 high levels pressure sensitivity
today is like any typical monday
i think i did four orders
um i've got my zoom calls
um and i do love them
they're wonderful like on an airplane
i have been looking into them
how do i get into it
okay so it has this little
oh right i'll tell you what
oh there we go emily emily
very nothing gonna stop me now
i'm gonna be using them today
so um i'm thrilled with them
let's see what my table is
i need to eat some lunch
so okay we've got there right
this office is such a mess
what is it that you do
it's just a very repetitive task
well i did i hid it
okay it's now 25 to six
we would open my peel box
i was sent this lovely package
um but how funny is that
i'm so sorry um so these
obviously her shop is closed now
um let me get her details
um so abby of anathar anathar
thank you so much for watching
i will see you very soon
i lower the opacity of it
i'm not the best at it
this one has 10 customizable keys
iv present buttons here and there
it's a package from chiana time
i did some quick recording outside
okay so i'm giving quick demonstration
and let's see with the display
the same goes for the ram
that is running on the backhand
so let's take a close look
nothing else much on the box
so you get a bluetooth keyboard
the front camera is 5 megapixels
the display quite fingerprint heavy norm
just put that to one side
i move the box out though
i have downloaded a few apps
say that fits in really nice
i'll see you next time you
I'm finally doing a tablet review
it's pretty damn nice to use
who wants to get into tablets
I think that makes sense okay
well that about wraps things up
this is a pretty cool feature
and what makes it so spiffy
I really like the highlighter function
the highlighter function is very important
I think this is pretty amazing
I think this is pretty amazing
but it's in the wrong place
it's a huge upgrade from 1.8
I hope this has been helpful
get real high and fun days
and this one's actually quite nice
it's got a really nice rigid
feel to it feels very solid
the screen actually looks quite nice
it kind of minds me of
I do like it a lot
we get the different font choices
book early is the new default
I forgot to mention it earlier
they don't get muffled easily tone
everything's nice and bright and clear
it's got good strong viewing angles
it actually seems to work good
they may seem quite good there
it's about 100 pounds on Amazon
then what the ones in the
it's a little lock on it
I didn't use them very much
I had where it would know
the the presentation is really nice
it feels well packaged and like
Wacom stop and range I personally
I think it was an Amazon
it also comes with the latest
we have a third-party ten inch
it also has a quad-core processor
we highly recommend the matric kanji
now this is another third-party tablet
this is all that you need
it weighs less than a pound
it's tiny the built-in IR blaster
free for software installation on here
so that is a good thing
looks like it's packaged pretty nicely
nice it's in clear plastic film
it feels like decent enough plastic
these gloves can be super useful
there's your pen nibs right there
it's definitely a comfortable shape pen
I'd have to say pretty cool
so let's put that back in
we go peel all that off
that's a function that usually only
see how that feels and like
the pen doesn't use a battery
you don't have to charge it
but we'll play around with them
which is my favorite drawing program
it looks awesome like the display
I'm not a huge color expert
it works right off the bat
this was really easy to install
Oh you can also have it
I'm not sure what that does
I usually set my second mouse
I right-click in the corner here
it looks so good display settings
advance one frame turn it left
that's everything in the driver overall
it's a bit sticky parallax wise
it feels pretty on the nose
it's not drawing at all oh
I think that's gonna do it
I have no issues with it
I don't think it's that fragile
it's a bit kind of sticky
I'll catch you guys next time
It's easy to get light pressure.
Now let's talk about the stand.
the back side of my phone
sometimes we're going to mute okay
whisper shirt actually is pretty cool
that's most comfortable for my camera
this is the new Cintiq 16
it is a pen display basically
Wacom is my personal gold standard
I'm using a really wide brush
I've set it in other videos
I'm really bad at judging color
this comes with a combo cable
I'm looking in the Box now
oh look there are extra nibs
there tucked away behind this little
it was super easy to setup
I'm a big fan of it
hello everyone in this week's video
nibs and there are more pen
nibs hiding with the pen stand
i do think it'd be nice
i got from a previous tablet
i do want to mention that
i hope i'm saying it right
this is kind of a i
i use does the same thing
and then i toned it down
they didn't give me any issues
vk 1200 is 249.99 on amazon
the tablet is much more portable
i'm not giving it a full
it's the perfect amount of texture
not too much not too little
I have a dual monitor setup
it's probably one of those things
this gets a little confusing so
welcome to the little brothers channel
there's a tablet and a pen
that's the wall it is opening
calendar sound recorder chrome clock camera
i have defeated him so much
it has front and back camera
this is a pretty safe choice
this is the same as the
let's go over kind of the
what you have to actually do
that's how you'll use this browser
the question for most people is
have probably sound a lot better
Android device to give them that
you're not spending too much money
I hope this video helped you
so let's get onto the review
it was sitting out right here
man this tablet we dope maybe
it's gonna pop up some numbers
let me play some music again
we're gonna go to bluetooth music
got the quick apps right here
I'll show you all about that
I don't want to sign stop
I don't want to sign in
okay now leave me alone okay
it is outside in my cases
you gotta have a satellite yeah
I just put this right here
Huyen tablet while doing these sketches
there are so many buttons that
tool undo redo and flip canvas
where it shows you if your
I was surprised to look up
I tried to find a comparable
I guess the technology is different
the pros absolutely outweigh the cons
I think it works pretty well
it's gonna be a huge bottleneck
and we are finally online now
it may disconnect at any point
Rhyno burning at 720p lowest settings
and what do you know the
nothing is going through so so
Ethernet cable and we'll talk about
lastly performance forward the CPU is
I recommend this tablet definitely not
I probably don't recommend getting it
Hi this is Travis with POSGuys.com.
cintiq 22 inch hd touch and
i know that they have some
xp pen is the build quality
there's not a lot of fanciness
which is the next connection here
it's got this rubber grip here
you got the rocker button here
there's the stylus nice and safe
that's it for me you guys
you'll find the dual speaker setup
I found no reason to fault
Sony's very stylized take on Android
Samsung does put into its tablets
you really do have something special
No. Am I doing one anyway?
What a dumb fool I was.
The monitor arm changed my life.
Digital keyboards, blech. Touch function, blech.
The 24 Pro doesn’t do that.
I turn it on. It works.
Magic. The magical tech support trick.
speeds in display settings > advanced.
I’m always hoping for a driver
low battery warning for no reason.
I always suspect the driver issues.
Fresh installs, rekeying shortcuts by hand
I tried one of the pens
I thought that would be cool.
The 27QHD is a quiet T-rex.
I think it's a fennec fox
here's the usual comparison with my
I don't know what that's for
but this one felt pretty solid
I hope you enjoyed the video
and so they said to hate
it seems to work pretty well
I don't know so right now
I also forgot to mention that
I asked you guys on Twitter
why would I draw it again
so that's what we're gonna do
Steven universe has an afro right
mmm that's some good stomach thing
do you need any more convincing
do you need any more convincing
I'm not sure about price range
I want to turn it over
I lighten my second sketch layer
this tablet has been really good
trying to figure out you know
my lines were kind of constricted
this is your skin skin skin
this is her skin and it
but sometimes like right here sometimes
I think it did pretty fantastic
it's a really good entry option
this is a really nice tablet
I notice no lag at all
maybe a newer one would work
they just a slightly different size
just nice to have so again
because it's just a really beefy
there's a good feel to it
there's barely a flange on it
clicky feeling it's it feels cheap
it's just a different feeling so
I did with the top button
then you have a different pressure
I kind of paint that in
it's like this bottom button here
so wherever you put your pen
I don't think it really matters
one as 620 graphics tablet pad
I thought this was pretty cool
this is a battery for you
I hit the right click option
what kind of options so yeah
they seem to really like it
yeah on a sketch like this
who merely wants to use it
i highly recommend the latter keyboard
cover that is priced at 199
I got this nice little pouch
it's got the buttons on it
would you like to save it
probably not gonna do it again
maybe I got like three hours
Sebastian here from noble fugu studio
let's see what the artist 12
you're going to invest in either
it's a good size its handheld
so you can split it up
I just hold it like this
I said I really like that
I'm saying so basically it works
we're doing something a little different
why not they were kind enough
so this tablet does it draw
i mean it is a tablet
is it two of them it
I don't do that right now
I'm not even in the picture
you can not close this up
I can do it with one
we love this for at home
they drop things all the time
she found it easy to navigate
the buttons on screen are big
they're pretty good upon initial setup
the first year is completely free
now it's not a super impressive
CPU BAU elaborate more on that
megapixel which is 640 by 480
this guy was very very easy
come in and stuff like that
it was very very hard like
what what can you know the
yes absolutely because of the screen
check this out is the new
hey don't feel bad little guy
there are preset settings for this
I think that about covers it
it's light easy to move around
you have to buy it extra
I'm drawing this inktober illustration that
this is a battery free pen
it has 8,192 levels of pressure
let's go to the drawing test
it's not really a hot spot
let me go back on that
let's clean that up right now
i will only be showing you
but let's get into this review
okay check it out all right
let me do it this way
let me do it this way
we'll get it out of here
hold on okay here we go
there's nothing wrong with that okay
i think this is the pin
okay let's set this up here
i think i got it off
oh my god laptop anything man
oh man just for another little
you understand what this is okay
you need man 20 inch canvas
somebody should left that on there
so i'll know the next time
let me come back over here
this is not a regular pen
it's a special pen you know
yeah this is a good device
i don't know i know quality
here let me open this up
let's see what we got here
okay now we got the screws
i said your computer or anything
i was running with the cruiser
don't perform that great they're acceptable
I've been testing works absolutely fine
it's a very very good performance
inch screen here with that full
this is well worth checking out
thank you very much for watching
Hello again and welcome to yet
So stay tuned that’s up next.
Give this video the thumbs up
it's my first time doing one
okay sorry for all that exposition
there's actually a matte screen protector
uh so it's up to you
they make a pretty satisfying clicking
there's a power cord in hdmi
the driver was actually pretty easy
you can actually open this tab
I still don't like the background
we'll never use the pen now
that's how big it was so
I don't have to charge it
I could make reviews more interesting
let's look at the device itself
stylus is definitely a huge plus
let me know in the comments
these come in at 150 dollars
now this is a low-end cpu
2 this is a dual core
I said in my last video
beat them all out once again
there are cheaper phones out there
GPU benchmark was ice storm again
the tablet fits right in here
it performs well especially with that
but it was still very laggy
your app of choice is here's
campus pro 12 drawing tablet now
this drawing tablet is really good
I use for this tablet personally
which makes it super smooth like
LPI and 10 millimeter reading height
this also has two programmable buttons
that's how I like it no
it's on whatever default it is
you have your keys and hotkeys
going back to the tablet settings
I recommend going into screen ratios
those really crude close-ups in spongebob
I'm still not used to well
I don't even draw the eyebrows
it's that's how tired I am
you know rough drawings and whatnot
I'd say that's still pretty portable
you're good to go so whoa
what's my verdict on this tablet
has this touch sensitive unusual keyboard
it's a backlit keyboard below it
now that's not really Dells fault
the display is difficult to read
them sound is average and muted
i took from the two cameras
the camera app is not intuitive
10 is a worthy android tablet
leave your comments and discuss below
you have a jack for headphones
we already seen on the box
you got a 1.5 gigahertz processor
I did the slingshot benchmark test
that's that's pretty cool 19 degrees
actually it's just slow it works
well just slow um all right
nice little interface watch now trailer
it runs rather rather good you
yeah it's it's it's done me
you've got documents you can do
there's lots to do on there
you know it's great for kids
and i've found um i found
uh for this first product review
i'll catch you guys next time
you have this little removable tab
it answered my question for me
it is friday july 24th 2020.
we use it every single year
guys display is very clear actually
i have also downloaded several apps
but let's give this a try
looks like i did okay there
let's go to the next one
i think i just killed somebody
i died just like that okay
this game is pretty fun guys
come on shoot him shoot him
oh wow i actually killed somebody
oh oh what's going on here
i'm horrible with games as well
these games haven't been changed much
these games have not changed much
i'm so excited to unbox this
first of all thanks to hun
let's unbox this little guy here
we will remove the plastic later
there's a leaflet here printed separately
I've got a couple of educational
I think that's a great option
it's it's amazing where you get
we have a new device here
today we are unboxing this device
let's look at some specifications here
the packaging looks like some cheap
we have very fairly stock android
yeah it's the maximum sound here
i can almost play the game
okay fine we are back now
we go for quadrant standards benchmark
we have very laggy screen here
okay have a good time friends
great sound and great for connectivity
up to hundred twenty eight gigabytes
this is a hexa core processor
headphone jack to use with this
it'll start off with the video
this is definitely kind of work
this little basically splendid display app
which will last you extremely long
this is again a nine point
I think with full screen applications
you'll want to use the included
it's nice to have the option
it's about a thirty dollar accessory
but it's not my favorite accessory
I really like the folio case
let's take a look at whoops
it gives the option to almost
what does that mean no idea
it actually looks like a trackpad
this may seem a bit pixelated
I think it works pretty well
it's also quite smooth and now
so the quick strokes look fine
work for photo and video editing
they all work very well so
we have a lot of numbers
so it's very comfortable very easy
wow do be hey bye bye
thank you very much for watching
what's else in the box itself
the device itself costs 70 power
or above right off the bat
there's still some weight to it
i love drawing gloves so much
this tablet's pen pressure is insane
it didn't work like at all
what i'm drawing with this tablet
they can be pretty loud though
it was just clip studio paint
this tablet doesn't do the whole
good afternoon people of the internet
welcome back to Margaret baking and
welcome back to another food review
Scottish gift shop prices is pretty
it's a bit like I approve
it doesn't stick to your teeth
so let's see yeah slides okay
so i'll say don't copy okay
another email account change font size
let's try to find the volume
google keynotes maps photos play movies
there's all the information on that
this is our favorite car game
um it has plenty of color
so that was extremely quick downloading
the federation is our peaceful home
you can see that it's formatted
so but you just clip it
there's not much space for it
i mean we had a samsung
the video quality of the camera
i would advise looking at this
and i'll see you next video
i'll be reviewing the common m106k
did you know that i'm left-handed
let's begin to the pen spot
pouching eight mirrors a drone also
you had a date with sunrise
maybe you can see the sunset
ETA prime back here again today
this is a single speaker setup
there's three Walmart apps I think
this is the single core score
they're on par with each other
fine here's Minecraft Pocket Edition now
it runs pretty good on here
don't expect this device to run
you can see what just happened
the stand is not very good
I can't knock it that much
I'm not a fan of that
it's a fine little graphics tablet
this tablet is a very affordable
one it is only 239 dollars
all right here is the moment
we have the pen the pen
it is the pen display scent
we have the quick start guide
it's actually a good size cloth
let's look at this tablet stand
so i'm just gonna see guess
obviously so we've already seen this
so everything's starting to come together
let's finally look at the tablet
is this usbc to usbc cable
i was very impressed with that
which is something you of course
it was quite intuitive right away
you know i was so surprised
Pro is a much better deal.
The bottom serves as a stand.
Here is everything in the box.
The screen itself has a finish
Set scale and layout to 100%.
A screen appears on your tablet.
Click the center of the red
shortcut buttons and customize pen pressure.
The tablet worked in every program
Of course the lines aren’t perfect.
Restarting the computer fixed the problem.
Just click the “Product Reviews” button.
character renderings on the front some
stand a dust cloth and all-in-one
I did also have a cheeky
where kids need to be entertained
it certainly did do the job
Bosto store on their Aliexpress website
well done so a great big
what's going on everyone this is
I'm sure as time goes on
the display on here is 1080p
so you can put a micro
it's really up to you now
performance is very good as well
and that's not a problem either
that will work call duty mobile
I don't like I like that
sup cuties your favorite chocolate drink
let's get back to the tablet
alright this is what you get
i think there are no stickers
now that i think about it
well that's pretty much it now
here i can draw pretty comfortable
um so yeah that is nice
i don't wanna sit here forever
that's a personal favorite of mine
it's a shortcut for undo because
you open it up and inside
you just go to the the
I like drawing on the screen
it is for most digital artists
this is the first time where
so if you click and click
and that's me this is me
hey guys welcome to digit dot
PPI it isn't the Christmas display
so there you have it guys
that was our review of this
expanded storage in our internal storage
I like is the fingerprint scanner
no, this one's for the audience.
Okay, let's just get into it
Wow, I'm such a masculine man.
What? I just found this out.
Zoom in, see how it looks.
How smooth is the response rate?
And this one is pretty nice.
You guys can see that, right?
You remember this thing right here?
It's supposed to come o- woah!
And now your nib is replaced.
And three, lots of fresh underwear.
I hope you enjoyed the review.
oh and also they lay eggs
congratulations babies they fighting again recently
I know this stuff pen pen
that helps the helps remove this
I don't really count the inches
I suffer for this nice okay
I need to check it out
the test works the brush strokes
oh it works beautifully it's beautiful
I tried is the small tablet
look this one the new version
I really like is the driver
that won't change none at all
okay add color right like this
Oh out of so many tablet
the tablet has a screen protector
but that's it for this one
it's the end of the video
Today, we're doing a Tablet review.
Without further ado, let's do it.
The stand that comes with it.
Ooooo, check how shiny it is!
I'm just gonna take it off.
So I have this painting here
I really like to go in
It looks pretty good on screen.
I think that's kind of funny.
This is not a mobile computer.
And of course, there's a giveaway!
Any last words you wanna say?
I haven't bought anything from gearbest
they've just sent this to me
it's worked well in all programs
the build quality seems quite good
some people have talked about pen
I don't notice a massive difference
I really like the big screen
they are that little bit better
that it's 10-inch yes from browsing
thanks to the large screen size
we talked a little about this
i'm going to review the gaomon
it's priced around you as 70
this is for holding the pen
there are five above the touch
the driver for mac and windows
i'm just using the default mapping
i have with the mango s
it's very accurate overall drunk experience
if you're using photoshop for example
I think is the best buy
the pen is working really well
Full HD 1080p rear facing webcam
this full-size backlit and spill resistant
this has none of those issues
button here to load up your
it's got the full version of
slot for a micro SD card
you have the speaker output speakers
so that's probably his biggest limitation
there are two cameras on here
I'll pull up the stats bernhard
it comes in much slower and
we looked at just last week
trackpad attached this thing is from
sometimes it does a little better
and what's nice about this too
hey the pen supports the industry
erasers top as erasers at all.
the pen holder holds the pen
the light-handed pressure strokes came out
tablet for free it is optional
that's all for today MuBot out.
so this is the $79 version
it's actually a pretty nice tablet
gigahertz processor it is pretty zippy
it is pretty smooth to operate
this is a 16 gigabyte model
got all their stuff on here
they have a good selection apps
you got some different font choices
what do we talked about display
I kept fluctuating all the time
Vantage's for those with vision problems
capacity 6 thousand milliamps an hour
let's have a look what's inside
yeah basically just the charger here
you guys can see the specs
there's this theme removal tool remember
aluminium finish tecla's size is metal
and straight out of the box
here you have the night light
we can see the eight cores
this one is not google certified
let's try pubg mobile the graphics
have a look smooth medium classic
I think it's nice and thin
so maybe there's that bit faster
I didn't notice any squiggling lines
I don't notice much between them
the drivers work without any problems
the programmer the buttons were good
well done with the graphics tablet
the best budget tablet is here
it has a fully laminated gorilla
but what else do we have
it's very slow to charge this
i will be testing it out
which is great considering the price
they're not high quality loud speakers
with okay average kind of quality
it is covered with gorilla glass
it's 16 by 10 aspect ratio
here too very smooth with this
i've got nova launcher installed here
cutting the costs not particularly fast
no starter no lag no problems
have the sim cards in there
good gamma and good touch response
it's the huawei mate pad pro
it's jc and a while ago
the packaging is super super nice
thank you for choosing me humon
there's my sanic i'm very proud
i didn't know it opened up
stand compared to my wacom pen
these styluses have been through worse
i didn't need to calibrate anything
that's also compatible with this tablet
thank you so much for watching
there's a button for that too
protector that's outlining all the specs
it's not actually out so unfortunately
the rear is autofocus eight megapixels
SIM door micro SD card type
it doesn't rattle anything like that
it has improved okay so multitasking
we're all a little bit choppy
I wanted to demonstrate to you
there's an application called screen filter
we're not seeing a warm white
ok jumping now onto the ROM
we're still seeing some of that
Android 10 on this tablet ever
we have a depth of brightness
ok not good so that means
HD ever probably on this tablet
they don't really care about that
I'll give you a sample here
see that actually sounds all right
this is a very large PDF
the performance is a lot better
it was up to 38 degrees
I was that initially standing right
yeah it's it's kind of great
